question,hops,cypher_query,thinking,context,split
Những người nào có cùng quốc tịch với Arthur Lewis?,2,"MATCH (p1:Person {name: ""Arthur Lewis""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people have the same nationality as Arthur Lewis?'
Step 2: Identify entities 'Arthur Lewis' (Person) and other 'Person' entities, with the intent to find those sharing a common 'Country' (nationality).
Step 3: Map 'Arthur Lewis' to a Person node with name 'Arthur Lewis'. Map 'nationality' and 'cùng quốc tịch' to the :IS_CITIZEN_OF relationship connected to a :Country node.
Step 4: Construct the MATCH clause to find 'Arthur Lewis' (p1), then the Country (c) he is a citizen of, and finally other Persons (p2) who are citizens of the same Country (c). The RETURN clause specifies the name of these other persons. This translates to: MATCH (p1:Person {name: ""Arthur Lewis""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Những người đã thành lập tổ chức nào?,3,"MATCH (e:Event)<-[:PARTICIPATED_IN]-(p:Person), (o:Organization)<-[:FOUNDED]-(p) RETURN p.name, o.name","Step 1: Translate the Vietnamese question into English: 'Who founded which organization?'
Step 2: Identify entities: 'who' (Person), 'which organization' (Organization), and intent 'founded'.
Step 3: Map keywords to the English Schema: 'who' maps to Person node, 'which organization' maps to Organization node, and 'founded' maps to the (:Person)-[:FOUNDED]->(:Organization) relationship.
Step 4: Construct the MATCH and RETURN clauses logic: Find Person nodes that have a FOUNDED relationship to Organization nodes and return the names of both. MATCH (p:Person)-[:FOUNDED]->(o:Organization) RETURN p.name, o.name.","Relevant Nodes:
""Event"": properties: [""name"", ""date""]
""Organization"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:FOUNDED]->(:Organization)
(:Person)-[:PARTICIPATED_IN]->(:Event)",train
Những người nào khác có cùng quốc tịch với Haldan Keffer Hartline?,2,"MATCH (p1:Person {name: ""Haldan Keffer Hartline""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'What other people have the same nationality as Haldan Keffer Hartline?'
Step 2: Identify entities 'Haldan Keffer Hartline' and 'nationality', and intent 'find other people'.
Step 3: Map 'Haldan Keffer Hartline' to Person node with property name, 'nationality' to IS_CITIZEN_OF relationship and Country node.
Step 4: Construct MATCH (p1:Person {name: ""Haldan Keffer Hartline""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Ngày sinh của Auguste Beernaert là gì?,1,"MATCH (p:Person {name: ""Auguste Beernaert""}) RETURN p.born_on_date","Step 1: Translate to English: 'What is the birth date of Auguste Beernaert?'
Step 2: Identify entity 'Auguste Beernaert' and intent 'birth date'.
Step 3: Map 'birth date' to property 'born_on_date'.
Step 4: Construct MATCH (p:Person {name: ""Auguste Beernaert""}) RETURN p.born_on_date.","Relevant Nodes:
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]",train
"Ai đã tạo ra công trình ""soft laser desorption (SLD)""?",1,"MATCH (nw:Notable_Work {name: ""soft laser desorption (SLD)""})<-[:DEVELOPED]-(p:Person) RETURN p.name","Step 1: Translate to English: 'Who created the work ""soft laser desorption (SLD)""?'.
Step 2: Identify entity 'soft laser desorption (SLD)' (Notable_Work) and intent 'who created'.
Step 3: Map 'created' to relationship 'DEVELOPED' and 'who' to Person node.
Step 4: Construct MATCH (nw:Notable_Work {name: 'soft laser desorption (SLD)'})<-[:DEVELOPED]-(p:Person) RETURN p.name.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những người nào làm việc trong cùng lĩnh vực với người đã nhận Giải thưởng của Viện Hàn lâm Khoa học Hoàng gia Thụy Điển?,4,"MATCH (a:Award {name: ""Nobel Prize in Physics""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as the recipient of the Royal Swedish Academy of Sciences Award?'
Step 2: Identify entities: 'Royal Swedish Academy of Sciences Award' (Award), 'recipient' (Person receiving AwardStatement), 'people who work in the same field' (Person working in the same Field).
Step 3: Map keywords to schema: 'Royal Swedish Academy of Sciences Award' maps to Award.name. 'recipient' maps to Person who RECEIVED AwardStatement IS_INSTANCE_OF Award. 'work in the same field' maps to Person-[:WORKS_IN_FIELD]->Field<-[:WORKS_IN_FIELD]-Person.
Step 4: Construct MATCH (a:Award {name: ""Royal Swedish Academy of Sciences Award""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Những người nào là công dân của cùng một quốc gia với Robert Mundell?,2,"MATCH (p1:Person {name: ""Robert Mundell""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people are citizens of the same country as Robert Mundell?'
Step 2: Identify entities 'Robert Mundell' and 'people', and intent 'citizens of the same country'.
Step 3: Map 'people' to Person node, 'Robert Mundell' to Person node with name property, 'citizens of the same country' to IS_CITIZEN_OF relationship and Country node.
Step 4: Construct MATCH (p1:Person {name: ""Robert Mundell""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
Ai là người cùng quốc tịch với Simon Kuznets?,2,"MATCH (p1:Person {name: ""Simon Kuznets""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who is of the same nationality as Simon Kuznets?'
Step 2: Identify entity 'Simon Kuznets' and intent 'find people with the same nationality'.
Step 3: Map 'nationality' to the relationship 'IS_CITIZEN_OF' and the property 'name' of the Country node.
Step 4: Construct MATCH (p1:Person {name: ""Simon Kuznets""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
"Những người đã phát triển ""materials for computer random-access magnetic memory"" cũng đã phát triển những công trình đáng chú ý nào khác?",3,"MATCH (nw1:Notable_Work {name: ""materials for computer random-access magnetic memory""})<-[:DEVELOPED]-(p:Person)-[:DEVELOPED]->(nw2:Notable_Work) WHERE nw1.name <> nw2.name RETURN p.name, nw2.name","Step 1: Translate the Vietnamese question into English.
Step 2: Identify entities and intent from the translated English question.
Step 3: Map keywords to the English Schema provided above.
Step 4: Construct the MATCH and RETURN clauses logic.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Ai là những người làm việc trong cùng lĩnh vực với những người đã từng nhận giải Nobel Sinh lý học hoặc Y học?,4,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Who are the people who work in the same field as those who have received the Nobel Prize in Physiology or Medicine?'
Step 2: Identify entities and intent: Entities are 'Nobel Prize in Physiology or Medicine' (Award name) and 'people' (Person). The intent is to find persons (p2) who work in the same field as persons (p1) who received the specified award.
Step 3: Map keywords to the English Schema: 'Nobel Prize in Physiology or Medicine' maps to `Award` node with `name` property. 'Received' maps to `[:RECEIVED]` relationship. 'Work in the same field as' maps to `[:WORKS_IN_FIELD]` relationship, connecting two `Person` nodes via a common `Field` node. 'People' maps to `Person` node. The requested output is 'name' of these people, mapping to `Person.name` property.
Step 4: Construct the MATCH and RETURN clauses logic: Start by matching the specific `Award` (a) by its name. Traverse back to `AwardStatement` (ast) via `IS_INSTANCE_OF`. Then traverse back to `Person` (p1) via `RECEIVED`. From `p1`, traverse to `Field` (f) via `WORKS_IN_FIELD`. Finally, from `f`, traverse back to another `Person` (p2) via `WORKS_IN_FIELD` to find people in the same field. The return clause is `p2.name`.
This leads to: `MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p1:Person)-[:WORKS_IN_FIELD]->(f:Field)<-[:WORKS_IN_FIELD]-(p2:Person) RETURN p2.name`","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Field"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)
(:Person)-[:WORKS_IN_FIELD]->(:Field)",train
Ai là người đã phát triển công trình Manhattan Project?,1,"MATCH (nw:Notable_Work {name: ""Manhattan Project""})<-[:DEVELOPED]-(p:Person) RETURN p.name","Step 1: Translate to English: 'Who developed the work Manhattan Project?'
Step 2: Identify entity 'Manhattan Project' (Notable_Work) and intent 'who developed'.
Step 3: Map 'developed' to relationship 'DEVELOPED' and 'who' to Person node.
Step 4: Construct MATCH (nw:Notable_Work {name: 'Manhattan Project'})<-[:DEVELOPED]-(p:Person) RETURN p.name.","Relevant Nodes:
""Notable_Work"": properties: [""name"", ""description""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:DEVELOPED]->(:Notable_Work)",train
Những người nào cũng mang quốc tịch với Abhijit Banerjee?,2,"MATCH (p1:Person {name: ""Abhijit Banerjee""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name","Step 1: Translate to English: 'Which people also share citizenship with Abhijit Banerjee?'
Step 2: Identify entities 'Abhijit Banerjee' and 'people', and intent 'shared citizenship'.
Step 3: Map 'people' to node 'Person', 'citizenship' to relationship 'IS_CITIZEN_OF', and 'share citizenship' to finding other people connected to the same country.
Step 4: Construct MATCH (p1:Person {name: ""Abhijit Banerjee""})-[:IS_CITIZEN_OF]->(c:Country)<-[:IS_CITIZEN_OF]-(p2:Person) RETURN p2.name.","Relevant Nodes:
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:Person)-[:IS_CITIZEN_OF]->(:Country)",train
"Ai đã nhận giải thưởng ""Giải Nobel Khoa học Kinh tế Tưởng nhớ Alfred Nobel""?",2,"MATCH (p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""}) RETURN p.name","Step 1: Translate to English: 'Who received the ""Prize in Economic Sciences in Memory of Alfred Nobel""?'
Step 2: Identify entities: 'Prize in Economic Sciences in Memory of Alfred Nobel' (Award) and intent: find 'Person' who received it.
Step 3: Map keywords: 'Prize in Economic Sciences in Memory of Alfred Nobel' maps to `Award.name`. 'Received' maps to the relationships `(:Person)-[:RECEIVED]->(:AwardStatement)` and `(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)`. 'Who' refers to `Person.name`.
Step 4: Construct MATCH and RETURN clauses logic: Start with the specific Award node: `(a:Award {name: ""Prize in Economic Sciences in Memory of Alfred Nobel""})`. Traverse back through relationships to find the Person: `(p:Person)-[:RECEIVED]->(ast:AwardStatement)-[:IS_INSTANCE_OF]->(a)`. Finally, return the Person's name: `RETURN p.name`.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Đất nước nào có công dân đã nhận giải Nobel Văn học?,3,"MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'Which country has citizens who received the Nobel Prize in Literature?'
Step 2: Identify entities 'country', 'citizens', 'Nobel Prize in Literature' and intent 'find country of citizenship'.
Step 3: Map 'country' to node :Country with property 'name', 'citizens' to node :Person with relationship IS_CITIZEN_OF, and 'Nobel Prize in Literature' to AwardStatement node with Award 'Nobel Prize in Literature'.
Step 4: Construct MATCH (a:Award {name: ""Nobel Prize in Literature""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
Những người đã nhận Giải Nobel Sinh lý học hoặc Y học là công dân của quốc gia nào?,3,"MATCH (a:Award {name: ""Nobel Prize in Physiology or Medicine""})<-[:IS_INSTANCE_OF]-(ast:AwardStatement)<-[:RECEIVED]-(p:Person)-[:IS_CITIZEN_OF]->(c:Country) RETURN c.name","Step 1: Translate to English: 'What country are the people who received the Nobel Prize in Physiology or Medicine citizens of?'
Step 2: Identify entities 'Nobel Prize in Physiology or Medicine' (Award), 'people' (Person), 'country' (Country) and intent to find the name of the country.
Step 3: Map 'Nobel Prize in Physiology or Medicine' to Award node with `name: ""Nobel Prize in Physiology or Medicine""`. Map 'received' to `[:RECEIVED]` relationship. Map 'citizens of' to `[:IS_CITIZEN_OF]` relationship and 'country' to `Country` node. Connect `Award` to `AwardStatement` via `[:IS_INSTANCE_OF]` and `AwardStatement` to `Person` via `[:RECEIVED]` and `Person` to `Country` via `[:IS_CITIZEN_OF]`.
Step 4: Construct the MATCH clause by starting from the specified Award: `(a:Award {name: ""Nobel Prize in Physiology or Medicine""})`. Traverse backwards to `AwardStatement`: `<-[:IS_INSTANCE_OF]-(ast:AwardStatement)`. Traverse backwards to `Person`: `<-[:RECEIVED]-(p:Person)`. Traverse forwards to `Country`: `-[:IS_CITIZEN_OF]->(c:Country)`. Construct the RETURN clause to get the country's name: `RETURN c.name`.","Relevant Nodes:
""Award"": properties: [""name""]
""AwardStatement"": properties: [""name"", ""year"", ""motivation""]
""Country"": properties: [""name""]
""Person"": properties: [""id"", ""name"", ""family_name"", ""gender"", ""born_on_date"", ""died_on_date"", ""notable_work""]

Relevant Relationships:
(:AwardStatement)-[:IS_INSTANCE_OF]->(:Award)
(:Person)-[:IS_CITIZEN_OF]->(:Country)
(:Person)-[:RECEIVED]->(:AwardStatement)",train
